Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2013-12-02,20.196428298950195,20.540714263916016,19.984643936157227,20.000713348388672,17.53445816040039,1169742000.0,AAPL
2013-12-09,20.032142639160156,20.391786575317383,19.773929595947266,19.801071166992188,17.359434127807617,1553594000.0,AAPL
2013-12-16,19.8221435546875,20.09428596496582,19.242856979370117,19.60785675048828,17.19003677368164,1835080800.0,AAPL
2013-12-23,20.28571319580078,20.424285888671875,19.98214340209961,20.00321388244629,17.536651611328125,1098753600.0,AAPL
2013-12-30,19.909286499023438,20.045713424682617,19.301071166992188,19.320714950561523,16.938304901123047,1103866400.0,AAPL
2014-01-06,19.194643020629883,19.53071403503418,18.96821403503418,19.033571243286133,16.686573028564453,1572474400.0,AAPL
2014-01-13,18.925357818603516,20.007143020629883,18.924285888671875,19.309642791748047,16.92860221862793,1758710800.0,AAPL
2014-01-20,19.32107162475586,19.903213500976562,19.30071449279785,19.502500534057617,17.097675323486328,1541106000.0,AAPL
2014-01-27,19.645357131958008,19.814285278320312,17.626785278320312,17.878570556640625,15.673994064331055,3266510800.0,AAPL
2014-02-03,17.95035743713379,18.676071166992188,17.832143783569336,18.559999465942383,16.271398544311523,1734535600.0,AAPL
2014-02-06,,,,,,,AAPL
2014-02-10,18.523571014404297,19.499286651611328,18.5,19.428213119506836,17.134506225585938,1516239200.0,AAPL
2014-02-17,19.5,19.68535614013672,18.735713958740234,18.758928298950195,16.54423713684082,1158662400.0,AAPL
2014-02-24,18.683929443359375,19.02678680419922,18.41428565979004,18.794286727905273,16.57541847229004,1470929600.0,AAPL
2014-03-03,18.693571090698242,19.09821319580078,18.671785354614258,18.944286346435547,16.707714080810547,1104202400.0,AAPL
2014-03-10,18.8700008392334,19.273571014404297,18.678571701049805,18.738929748535156,16.52659797668457,1152076800.0,AAPL
2014-03-17,18.8464298248291,19.15142822265625,18.757143020629883,19.031070709228516,16.78424835205078,1216392800.0,AAPL
2014-03-24,19.229286193847656,19.60714340209961,19.08035659790039,19.17357063293457,16.909929275512695,1360357600.0,AAPL
2014-03-31,19.258214950561523,19.40999984741211,18.94928550720215,18.99357032775879,16.751178741455078,987445200.0,AAPL
2014-04-07,18.85785675048828,19.00857162475586,18.46928596496582,18.5575008392334,16.36659049987793,1251278000.0,AAPL
2014-04-14,18.639286041259766,18.84857177734375,18.26178550720215,18.74785614013672,16.534467697143555,971264000.0,AAPL
2014-04-21,18.762142181396484,20.428213119506836,18.71285629272461,20.426429748535156,18.014867782592773,1930238800.0,AAPL
2014-04-28,20.457143783569336,21.408214569091797,20.448213577270508,21.163570404052734,18.664987564086914,1899066400.0,AAPL
2014-05-05,21.07642936706543,21.586071014404297,20.726070404052734,20.91214370727539,18.443239212036133,1466390800.0,AAPL
2014-05-08,,,,,,,AAPL
2014-05-12,20.981786727905273,21.340356826782227,20.907142639160156,21.339643478393555,18.925386428833008,1046452400.0,AAPL
2014-05-19,21.35178565979004,21.95464324951172,21.333213806152344,21.93321418762207,19.451799392700195,1182420400.0,AAPL
2014-05-26,21.99571418762207,23.006071090698242,21.986785888671875,22.60714340209961,20.04948616027832,1604842400.0,AAPL
2014-06-02,22.641429901123047,23.259286880493164,22.23214340209961,23.05607032775879,20.4476318359375,1651286000.0,AAPL
2014-06-09,23.174999237060547,23.762500762939453,22.719999313354492,22.81999969482422,20.238258361816406,1172588000.0,AAPL
2014-06-16,22.877500534057617,23.1875,22.725000381469727,22.727500915527344,20.156227111816406,940908000.0,AAPL
2014-06-23,22.829999923706055,23.0,22.412500381469727,22.9950008392334,20.393465042114258,865028000.0,AAPL
2014-06-30,23.024999618530273,23.524999618530273,23.022499084472656,23.50749969482422,20.84798240661621,556248400.0,AAPL
2014-07-07,23.53499984741211,24.200000762939453,23.3799991607666,23.80500030517578,21.11182975769043,927320000.0,AAPL
2014-07-14,23.96500015258789,24.274999618530273,23.142499923706055,23.607500076293945,20.936670303344727,995880800.0,AAPL
2014-07-21,23.747499465942383,24.469999313354492,23.43000030517578,24.417499542236328,21.655033111572266,1105568000.0,AAPL
2014-07-28,24.454999923706055,24.860000610351562,23.702499389648438,24.032499313354492,21.31358528137207,947300000.0,AAPL
2014-08-04,24.092500686645508,24.145000457763672,23.31999969482422,23.684999465942383,21.005399703979492,892100000.0,AAPL
2014-08-07,,,,,,,AAPL
2014-08-11,23.8174991607666,24.547500610351562,23.709999084472656,24.4950008392334,21.83182716369629,717452000.0,AAPL
2014-08-18,24.622499465942383,25.36750030517578,24.4950008392334,25.329999923706055,22.576026916503906,989328000.0,AAPL
2014-08-25,25.447500228881836,25.725000381469727,25.174999237060547,25.625,22.83896255493164,955384000.0,AAPL
2014-09-01,25.764999389648438,25.934999465942383,24.447500228881836,24.74250030517578,22.05240821838379,1292640000.0,AAPL
2014-09-08,24.825000762939453,25.770000457763672,24.03499984741211,25.415000915527344,22.651798248291016,1848207200.0,AAPL
2014-09-15,25.702499389648438,25.762500762939453,24.72249984741211,25.239999771118164,22.495819091796875,1189411600.0,AAPL
2014-09-22,25.450000762939453,25.735000610351562,24.43000030517578,25.1875,22.44902801513672,1355299600.0,AAPL
2014-09-29,24.662500381469727,25.385000228881836,24.510000228881836,24.905000686645508,22.19724464416504,990996400.0,AAPL
2014-10-06,24.987499237060547,25.594999313354492,24.577499389648438,25.1825008392334,22.44456672668457,1121032800.0,AAPL
2014-10-13,25.332500457763672,25.44499969482422,23.795000076293945,24.417499542236328,21.762752532958984,1434159200.0,AAPL
2014-10-20,24.579999923706055,26.372499465942383,24.55500030517578,26.30500030517578,23.445030212402344,1434131600.0,AAPL
